origin_x,origin_y,height,aspect,slope,label
440387.04145231855,4397470.919977409,"[20258, 20241, 20229, 20264, 20238, 20227, 20274, 20245, 20227]","[81.17363, 89.04516, 89.49297, 76.66721, 81.656105, 87.165886, 77.05737, 76.1951, 78.495186]","[5.8144383, 4.2897468, 4.039964, 6.3406954, 5.412785, 3.616415, 5.894789, 6.4260516, 4.1223564]",4
440387.536203074,4397470.05094249,"[20264, 20238, 20227, 20274, 20245, 20227, 20273, 20254, 20229]","[76.66721, 81.656105, 87.165886, 77.05737, 76.1951, 78.495186, 79.35434, 74.96674, 75.96375]","[6.3406954, 5.412785, 3.616415, 5.894789, 6.4260516, 4.1223564, 4.8346143, 6.4612727, 5.3001523]",4
440388.0309538294,4397469.181907571,"[20238, 20227, 20214, 20245, 20227, 20219, 20254, 20229, 20217]","[81.656105, 87.165886, 83.56526, 76.1951, 78.495186, 81.73283, 74.96674, 75.96375, 81.869896]","[5.412785, 3.616415, 4.781773, 6.4260516, 4.1223564, 4.226069, 6.4612727, 5.3001523, 4.044691]",4
440388.52570458484,4397468.312872652,"[20245, 20227, 20219, 20254, 20229, 20217, 20263, 20236, 20219]","[76.1951, 78.495186, 81.73283, 74.96674, 75.96375, 81.869896, 79.11447, 76.29304, 77.81136]","[6.4260516, 4.1223564, 4.226069, 6.4612727, 5.3001523, 4.044691, 5.6701155, 6.0226955, 4.5697494]",4
440389.0204553403,4397467.443837734,"[20245, 20227, 20219, 20254, 20229, 20217, 20263, 20236, 20219]","[76.1951, 78.495186, 81.73283, 74.96674, 75.96375, 81.869896, 79.11447, 76.29304, 77.81136]","[6.4260516, 4.1223564, 4.226069, 6.4612727, 5.3001523, 4.044691, 5.6701155, 6.0226955, 4.5697494]",4
440389.5152060957,4397466.574802815,"[20245, 20227, 20219, 20254, 20229, 20217, 20263, 20236, 20219]","[76.1951, 78.495186, 81.73283, 74.96674, 75.96375, 81.869896, 79.11447, 76.29304, 77.81136]","[6.4260516, 4.1223564, 4.226069, 6.4612727, 5.3001523, 4.044691, 5.6701155, 6.0226955, 4.5697494]",4
440390.00995685114,4397465.705767896,"[20229, 20217, 20202, 20236, 20219, 20206, 20242, 20223, 20204]","[75.96375, 81.869896, 81.544975, 76.29304, 77.81136, 77.66091, 78.40782, 78.541245, 80.04937]","[5.3001523, 4.044691, 5.3425555, 6.0226955, 4.5697494, 4.681602, 5.683938, 5.3916736, 4.1374655]",4
440390.50470760657,4397464.836732977,"[20229, 20217, 20202, 20236, 20219, 20206, 20242, 20223, 20204]","[75.96375, 81.869896, 81.544975, 76.29304, 77.81136, 77.66091, 78.40782, 78.541245, 80.04937]","[5.3001523, 4.044691, 5.3425555, 6.0226955, 4.5697494, 4.681602, 5.683938, 5.3916736, 4.1374655]",4
440390.99945836206,4397463.967698058,"[20236, 20219, 20206, 20242, 20223, 20204, 20249, 20227, 20207]","[76.29304, 77.81136, 77.66091, 78.40782, 78.541245, 80.04937, 79.330215, 80.03165, 82.93327]","[6.0226955, 4.5697494, 4.681602, 5.683938, 5.3916736, 4.1374655, 5.0158515, 5.9774137, 4.3577385]",4
440391.4942091175,4397463.09866314,"[20236, 20219, 20206, 20242, 20223, 20204, 20249, 20227, 20207]","[76.29304, 77.81136, 77.66091, 78.40782, 78.541245, 80.04937, 79.330215, 80.03165, 82.93327]","[6.0226955, 4.5697494, 4.681602, 5.683938, 5.3916736, 4.1374655, 5.0158515, 5.9774137, 4.3577385]",4
440391.9889598729,4397462.229628221,"[20223, 20204, 20197, 20227, 20207, 20197, 20231, 20208, 20196]","[78.541245, 80.04937, 76.1593, 80.03165, 82.93327, 81.59109, 80.88213, 78.36636, 78.055824]","[5.3916736, 4.1374655, 5.0762143, 5.9774137, 4.3577385, 4.155585, 5.8549714, 4.9598603, 3.8010545]",4
440392.48371062835,4397461.360593302,"[20223, 20204, 20197, 20227, 20207, 20197, 20231, 20208, 20196]","[78.541245, 80.04937, 76.1593, 80.03165, 82.93327, 81.59109, 80.88213, 78.36636, 78.055824]","[5.3916736, 4.1374655, 5.0762143, 5.9774137, 4.3577385, 4.155585, 5.8549714, 4.9598603, 3.8010545]",4
440392.9784613838,4397460.491558383,"[20223, 20204, 20197, 20227, 20207, 20197, 20231, 20208, 20196]","[78.541245, 80.04937, 76.1593, 80.03165, 82.93327, 81.59109, 80.88213, 78.36636, 78.055824]","[5.3916736, 4.1374655, 5.0762143, 5.9774137, 4.3577385, 4.155585, 5.8549714, 4.9598603, 3.8010545]",4
440393.4732121392,4397459.622523465,"[20227, 20207, 20197, 20231, 20208, 20196, 20234, 20217, 20198]","[80.03165, 82.93327, 81.59109, 80.88213, 78.36636, 78.055824, 78.53047, 74.67849, 81.07601]","[5.9774137, 4.3577385, 4.155585, 5.8549714, 4.9598603, 3.8010545, 5.0294976, 5.4048195, 4.377549]",4
440393.96796289465,4397458.753488546,"[20207, 20197, 20178, 20208, 20196, 20185, 20217, 20198, 20188]","[82.93327, 81.59109, 76.045494, 78.36636, 78.055824, 73.88658, 74.67849, 81.07601, 85.91438]","[4.3577385, 4.155585, 6.0655475, 4.9598603, 3.8010545, 5.0191402, 5.4048195, 4.377549, 4.0143414]",4
440394.4627136501,4397457.884453627,"[20208, 20196, 20185, 20217, 20198, 20188, 20223, 20199, 20183]","[78.36636, 78.055824, 73.88658, 74.67849, 81.07601, 85.91438, 83.49104, 87.70939, 98.26717]","[4.9598603, 3.8010545, 5.0191402, 5.4048195, 4.377549, 4.0143414, 5.354642, 5.360083, 4.226069]",4
440394.9574644055,4397457.015418708,"[20208, 20196, 20185, 20217, 20198, 20188, 20223, 20199, 20183]","[78.36636, 78.055824, 73.88658, 74.67849, 81.07601, 85.91438, 83.49104, 87.70939, 98.26717]","[4.9598603, 3.8010545, 5.0191402, 5.4048195, 4.377549, 4.0143414, 5.354642, 5.360083, 4.226069]",4
440395.45221516094,4397456.14638379,"[20217, 20198, 20188, 20223, 20199, 20183, 20222, 20202, 20181]","[74.67849, 81.07601, 85.91438, 83.49104, 87.70939, 98.26717, 85.91438, 82.874985, 87.19755]","[5.4048195, 4.377549, 4.0143414, 5.354642, 5.360083, 4.226069, 5.0133204, 5.754737, 5.113323]",4
440395.9469659164,4397455.277348871,"[20217, 20198, 20188, 20223, 20199, 20183, 20222, 20202, 20181]","[74.67849, 81.07601, 85.91438, 83.49104, 87.70939, 98.26717, 85.91438, 82.874985, 87.19755]","[5.4048195, 4.377549, 4.0143414, 5.354642, 5.360083, 4.226069, 5.0133204, 5.754737, 5.113323]",4
440396.44171667186,4397454.408313952,"[20198, 20188, 20173, 20199, 20183, 20171, 20202, 20181, 20166]","[81.07601, 85.91438, 81.027374, 87.70939, 98.26717, 96.24191, 82.874985, 87.19755, 93.06648]","[4.377549, 4.0143414, 5.4936347, 5.360083, 4.226069, 4.601082, 5.754737, 5.113323, 4.009896]",4
440396.9364674273,4397453.539279033,"[20199, 20183, 20171, 20202, 20181, 20166, 20208, 20185, 20165]","[87.70939, 98.26717, 96.24191, 82.874985, 87.19755, 93.06648, 80.34817, 78.826164, 83.04704]","[5.360083, 4.226069, 4.601082, 5.754737, 5.113323, 4.009896, 5.324255, 5.8924294, 4.428406]",4
440397.4312181827,4397452.6702441145,"[20199, 20183, 20171, 20202, 20181, 20166, 20208, 20185, 20165]","[87.70939, 98.26717, 96.24191, 82.874985, 87.19755, 93.06648, 80.34817, 78.826164, 83.04704]","[5.360083, 4.226069, 4.601082, 5.754737, 5.113323, 4.009896, 5.324255, 5.8924294, 4.428406]",4
440397.92596893816,4397451.801209196,"[20202, 20181, 20166, 20208, 20185, 20165, 20208, 20193, 20168]","[82.874985, 87.19755, 93.06648, 80.34817, 78.826164, 83.04704, 82.49265, 79.78913, 81.10745]","[5.754737, 5.113323, 4.009896, 5.324255, 5.8924294, 4.428406, 4.6491814, 5.837883, 5.312814]",4
440398.4207196936,4397450.9321742775,"[20181, 20166, 20155, 20185, 20165, 20156, 20193, 20168, 20154]","[87.19755, 93.06648, 85.985825, 78.826164, 83.04704, 90.0, 79.78913, 81.10745, 86.93352]","[5.113323, 4.009896, 4.085426, 5.8924294, 4.428406, 3.718994, 5.837883, 5.312814, 4.009896]",4
440398.915470449,4397450.063139359,"[20185, 20165, 20156, 20193, 20168, 20154, 20195, 20172, 20155]","[78.826164, 83.04704, 90.0, 79.78913, 81.10745, 86.93352, 83.745964, 78.97655, 77.81136]","[5.8924294, 4.428406, 3.718994, 5.837883, 5.312814, 4.009896, 5.244842, 5.6004786, 4.5697494]",4
440399.41022120445,4397449.19410444,"[20185, 20165, 20156, 20193, 20168, 20154, 20195, 20172, 20155]","[78.826164, 83.04704, 90.0, 79.78913, 81.10745, 86.93352, 83.745964, 78.97655, 77.81136]","[5.8924294, 4.428406, 3.718994, 5.837883, 5.312814, 4.009896, 5.244842, 5.6004786, 4.5697494]",4
440399.9049719599,4397448.325069522,"[20193, 20168, 20154, 20195, 20172, 20155, 20193, 20181, 20158]","[79.78913, 81.10745, 86.93352, 83.745964, 78.97655, 77.81136, 77.137245, 73.00918, 75.68517]","[5.837883, 5.312814, 4.009896, 5.244842, 5.6004786, 4.5697494, 4.6546464, 5.3761377, 5.3432674]",4
440400.3997227153,4397447.456034603,"[20168, 20154, 20138, 20172, 20155, 20143, 20181, 20158, 20144]","[81.10745, 86.93352, 88.12212, 78.97655, 77.81136, 78.69007, 73.00918, 75.68517, 81.869896]","[5.312814, 4.009896, 4.3627, 5.6004786, 4.5697494, 4.192192, 5.3761377, 5.3432674, 4.2965655]",4
440400.89447347075,4397446.586999684,"[20168, 20154, 20138, 20172, 20155, 20143, 20181, 20158, 20144]","[81.10745, 86.93352, 88.12212, 78.97655, 77.81136, 78.69007, 73.00918, 75.68517, 81.869896]","[5.312814, 4.009896, 4.3627, 5.6004786, 4.5697494, 4.192192, 5.3761377, 5.3432674, 4.2965655]",4
440401.38922422624,4397445.717964765,"[20172, 20155, 20143, 20181, 20158, 20144, 20186, 20166, 20144]","[78.97655, 77.81136, 78.69007, 73.00918, 75.68517, 81.869896, 75.04137, 77.21093, 81.75368]","[5.6004786, 4.5697494, 4.192192, 5.3761377, 5.3432674, 4.2965655, 4.8440633, 5.9638658, 4.980805]",4
440401.88397498167,4397444.848929847,"[20172, 20155, 20143, 20181, 20158, 20144, 20186, 20166, 20144]","[78.97655, 77.81136, 78.69007, 73.00918, 75.68517, 81.869896, 75.04137, 77.21093, 81.75368]","[5.6004786, 4.5697494, 4.192192, 5.3761377, 5.3432674, 4.2965655, 4.8440633, 5.9638658, 4.980805]",4
440402.3787257371,4397443.979894928,"[20158, 20144, 20130, 20166, 20144, 20131, 20172, 20146, 20132]","[75.68517, 81.869896, 82.002525, 77.21093, 81.75368, 82.01989, 78.97655, 76.30995, 75.57922]","[5.3432674, 4.2965655, 4.3670726, 5.9638658, 4.980805, 3.8632574, 5.6004786, 5.730501, 3.8764317]",4
440402.87347649253,4397443.110860009,"[20158, 20144, 20130, 20166, 20144, 20131, 20172, 20146, 20132]","[75.68517, 81.869896, 82.002525, 77.21093, 81.75368, 82.01989, 78.97655, 76.30995, 75.57922]","[5.3432674, 4.2965655, 4.3670726, 5.9638658, 4.980805, 3.8632574, 5.6004786, 5.730501, 3.8764317]",4
440403.36822724796,4397442.24182509,"[20166, 20144, 20131, 20172, 20146, 20132, 20175, 20157, 20134]","[77.21093, 81.75368, 82.01989, 78.97655, 76.30995, 75.57922, 79.38035, 76.63978, 77.61924]","[5.9638658, 4.980805, 3.8632574, 5.6004786, 5.730501, 3.8764317, 4.6532807, 5.8683467, 4.500207]",4
440403.8629780034,4397441.372790171,"[20166, 20144, 20131, 20172, 20146, 20132, 20175, 20157, 20134]","[77.21093, 81.75368, 82.01989, 78.97655, 76.30995, 75.57922, 79.38035, 76.63978, 77.61924]","[5.9638658, 4.980805, 3.8632574, 5.6004786, 5.730501, 3.8764317, 4.6532807, 5.8683467, 4.500207]",4
440404.3577287588,4397440.503755253,"[20144, 20131, 20117, 20146, 20132, 20123, 20157, 20134, 20125]","[81.75368, 82.01989, 78.51102, 76.30995, 75.57922, 75.60641, 76.63978, 77.61924, 83.659805]","[4.980805, 3.8632574, 4.4854865, 5.730501, 3.8764317, 4.170267, 5.8683467, 4.500207, 3.8852987]",4
440404.85247951426,4397439.634720334,"[20146, 20132, 20123, 20157, 20134, 20125, 20159, 20139, 20123]","[76.30995, 75.57922, 75.60641, 76.63978, 77.61924, 83.659805, 78.23171, 72.57456, 77.81136]","[5.730501, 3.8764317, 4.170267, 5.8683467, 4.500207, 3.8852987, 5.252573, 5.128189, 4.5697494]",4
440405.3472302697,4397438.765685415,"[20146, 20132, 20123, 20157, 20134, 20125, 20159, 20139, 20123]","[76.30995, 75.57922, 75.60641, 76.63978, 77.61924, 83.659805, 78.23171, 72.57456, 77.81136]","[5.730501, 3.8764317, 4.170267, 5.8683467, 4.500207, 3.8852987, 5.252573, 5.128189, 4.5697494]",4
440405.8419810251,4397437.896650496,"[20157, 20134, 20125, 20159, 20139, 20123, 20162, 20151, 20129]","[76.63978, 77.61924, 83.659805, 78.23171, 72.57456, 77.81136, 75.96375, 70.05098, 75.25644]","[5.8683467, 4.500207, 3.8852987, 5.252573, 5.128189, 4.5697494, 4.1269875, 5.129179, 5.610417]",4
440406.3367317806,4397437.027615578,"[20134, 20125, 20109, 20139, 20123, 20109, 20151, 20129, 20111]","[77.61924, 83.659805, 83.02723, 72.57456, 77.81136, 80.837654, 70.05098, 75.25644, 74.65911]","[4.500207, 3.8852987, 5.0019135, 5.128189, 4.5697494, 4.4886045, 5.129179, 5.610417, 4.188546]",4
440406.83148253604,4397436.158580659,"[20139, 20123, 20109, 20151, 20129, 20111, 20156, 20132, 20114]","[72.57456, 77.81136, 80.837654, 70.05098, 75.25644, 74.65911, 80.75388, 78.40782, 68.7495]","[5.128189, 4.5697494, 4.4886045, 5.129179, 5.610417, 4.188546, 4.6699133, 5.683938, 4.1423874]",4
440407.3262332915,4397435.28954574,"[20139, 20123, 20109, 20151, 20129, 20111, 20156, 20132, 20114]","[72.57456, 77.81136, 80.837654, 70.05098, 75.25644, 74.65911, 80.75388, 78.40782, 68.7495]","[5.128189, 4.5697494, 4.4886045, 5.129179, 5.610417, 4.188546, 4.6699133, 5.683938, 4.1423874]",4
440407.8209840469,4397434.420510821,"[20139, 20123, 20109, 20151, 20129, 20111, 20156, 20132, 20114]","[72.57456, 77.81136, 80.837654, 70.05098, 75.25644, 74.65911, 80.75388, 78.40782, 68.7495]","[5.128189, 4.5697494, 4.4886045, 5.129179, 5.610417, 4.188546, 4.6699133, 5.683938, 4.1423874]",4
440408.31573480234,4397433.551475903,"[20129, 20111, 20100, 20132, 20114, 20106, 20137, 20123, 20110]","[75.25644, 74.65911, 69.676865, 78.40782, 68.7495, 60.32151, 74.59229, 62.15242, 58.650417]","[5.610417, 4.188546, 4.117101, 5.683938, 4.1423874, 3.8274574, 4.706781, 4.284997, 3.6431215]",4
440408.81048555777,4397432.682440984,"[20129, 20111, 20100, 20132, 20114, 20106, 20137, 20123, 20110]","[75.25644, 74.65911, 69.676865, 78.40782, 68.7495, 60.32151, 74.59229, 62.15242, 58.650417]","[5.610417, 4.188546, 4.117101, 5.683938, 4.1423874, 3.8274574, 4.706781, 4.284997, 3.6431215]",4
440409.3052363132,4397431.813406065,"[20132, 20114, 20106, 20137, 20123, 20110, 20143, 20131, 20117]","[78.40782, 68.7495, 60.32151, 74.59229, 62.15242, 58.650417, 64.025604, 67.83366, 65.74608]","[5.683938, 4.1423874, 3.8274574, 4.706781, 4.284997, 3.6431215, 4.6502748, 4.16874, 3.5695505]",4
440409.79998706863,4397430.944371146,"[20132, 20114, 20106, 20137, 20123, 20110, 20143, 20131, 20117]","[78.40782, 68.7495, 60.32151, 74.59229, 62.15242, 58.650417, 64.025604, 67.83366, 65.74608]","[5.683938, 4.1423874, 3.8274574, 4.706781, 4.284997, 3.6431215, 4.6502748, 4.16874, 3.5695505]",4
440410.29473782406,4397430.075336227,"[20123, 20110, 20103, 20131, 20117, 20106, 20134, 20120, 20113]","[62.15242, 58.650417, 59.782726, 67.83366, 65.74608, 59.036243, 75.42578, 67.10945, 59.036243]","[4.284997, 3.6431215, 3.765672, 4.16874, 3.5695505, 3.3371108, 3.6949139, 3.4940493, 2.9207456]",4
440410.7894885795,4397429.206301309,"[20123, 20110, 20103, 20131, 20117, 20106, 20134, 20120, 20113]","[62.15242, 58.650417, 59.782726, 67.83366, 65.74608, 59.036243, 75.42578, 67.10945, 59.036243]","[4.284997, 3.6431215, 3.765672, 4.16874, 3.5695505, 3.3371108, 3.6949139, 3.4940493, 2.9207456]",4
440411.284239335,4397428.33726639,"[20131, 20117, 20106, 20134, 20120, 20113, 20138, 20128, 20115]","[67.83366, 65.74608, 59.036243, 75.42578, 67.10945, 59.036243, 73.30076, 69.6559, 71.56505]","[4.16874, 3.5695505, 3.3371108, 3.6949139, 3.4940493, 2.9207456, 2.9882152, 3.3951292, 2.8287177]",4
440411.7789900904,4397427.468231471,"[20131, 20117, 20106, 20134, 20120, 20113, 20138, 20128, 20115]","[67.83366, 65.74608, 59.036243, 75.42578, 67.10945, 59.036243, 73.30076, 69.6559, 71.56505]","[4.16874, 3.5695505, 3.3371108, 3.6949139, 3.4940493, 2.9207456, 2.9882152, 3.3951292, 2.8287177]",4
440412.27374084585,4397426.599196552,"[20117, 20106, 20096, 20120, 20113, 20105, 20128, 20115, 20109]","[65.74608, 59.036243, 54.090275, 67.10945, 59.036243, 55.954063, 69.6559, 71.56505, 83.33334]","[3.5695505, 3.3371108, 3.8407562, 3.4940493, 2.9207456, 3.1948082, 3.3951292, 2.8287177, 2.773961]",4
440412.7684916013,4397425.730161634,"[20120, 20113, 20105, 20128, 20115, 20109, 20131, 20118, 20109]","[67.10945, 59.036243, 55.954063, 69.6559, 71.56505, 83.33334, 81.50144, 82.793945, 91.21887]","[3.4940493, 2.9207456, 3.1948082, 3.3951292, 2.8287177, 2.773961, 3.1468787, 3.1371229, 3.3630214]",4
440413.2632423567,4397424.861126715,"[20120, 20113, 20105, 20128, 20115, 20109, 20131, 20118, 20109]","[67.10945, 59.036243, 55.954063, 69.6559, 71.56505, 83.33334, 81.50144, 82.793945, 91.21887]","[3.4940493, 2.9207456, 3.1948082, 3.3951292, 2.8287177, 2.773961, 3.1468787, 3.1371229, 3.3630214]",4
440413.75799311214,4397423.992091796,"[20128, 20115, 20109, 20131, 20118, 20109, 20130, 20121, 20106]","[69.6559, 71.56505, 83.33334, 81.50144, 82.793945, 91.21887, 84.4278, 85.78582, 87.75426]","[3.3951292, 2.8287177, 2.773961, 3.1468787, 3.1371229, 3.3630214, 2.9477468, 3.4071379, 3.650466]",4
440414.2527438676,4397423.123056877,"[20115, 20109, 20098, 20118, 20109, 20092, 20121, 20106, 20096]","[71.56505, 83.33334, 87.03906, 82.793945, 91.21887, 88.22853, 85.78582, 87.75426, 81.869896]","[2.8287177, 2.773961, 4.1522126, 3.1371229, 3.3630214, 3.4709651, 3.4071379, 3.650466, 2.7831626]",4
440414.747494623,4397422.254021958,"[20118, 20109, 20092, 20121, 20106, 20096, 20122, 20107, 20096]","[82.793945, 91.21887, 88.22853, 85.78582, 87.75426, 81.869896, 86.42367, 85.515396, 83.4802]","[3.1371229, 3.3630214, 3.4709651, 3.4071379, 3.650466, 2.7831626, 3.440314, 3.6588416, 2.5213785]",4
440415.24224537844,4397421.38498704,"[20118, 20109, 20092, 20121, 20106, 20096, 20122, 20107, 20096]","[82.793945, 91.21887, 88.22853, 85.78582, 87.75426, 81.869896, 86.42367, 85.515396, 83.4802]","[3.1371229, 3.3630214, 3.4709651, 3.4071379, 3.650466, 2.7831626, 3.440314, 3.6588416, 2.5213785]",4
440415.73699613387,4397420.5159521215,"[20118, 20109, 20092, 20121, 20106, 20096, 20122, 20107, 20096]","[82.793945, 91.21887, 88.22853, 85.78582, 87.75426, 81.869896, 86.42367, 85.515396, 83.4802]","[3.1371229, 3.3630214, 3.4709651, 3.4071379, 3.650466, 2.7831626, 3.440314, 3.6588416, 2.5213785]",4
440416.2317468893,4397419.6469172025,"[20106, 20096, 20087, 20107, 20096, 20091, 20109, 20097, 20090]","[87.75426, 81.869896, 73.26401, 85.515396, 83.4802, 78.69007, 80.13419, 80.31121, 104.25003]","[3.650466, 2.7831626, 5.331868, 3.6588416, 2.5213785, 3.8287895, 3.3401697, 2.9762187, 4.6450787]",4
440416.7264976448,4397418.777882284,"[20106, 20096, 20087, 20107, 20096, 20091, 20109, 20097, 20090]","[87.75426, 81.869896, 73.26401, 85.515396, 83.4802, 78.69007, 80.13419, 80.31121, 104.25003]","[3.650466, 2.7831626, 5.331868, 3.6588416, 2.5213785, 3.8287895, 3.3401697, 2.9762187, 4.6450787]",4
440417.2212484002,4397417.9088473655,"[20107, 20096, 20091, 20109, 20097, 20090, 20112, 20104, 20084]","[85.515396, 83.4802, 78.69007, 80.13419, 80.31121, 104.25003, 81.869896, 86.11209, 95.54847]","[3.6588416, 2.5213785, 3.8287895, 3.3401697, 2.9762187, 4.6450787, 2.7831626, 3.6918063, 6.2710633]",4
440417.71599915565,4397417.039812447,"[20107, 20096, 20091, 20109, 20097, 20090, 20112, 20104, 20084]","[85.515396, 83.4802, 78.69007, 80.13419, 80.31121, 104.25003, 81.869896, 86.11209, 95.54847]","[3.6588416, 2.5213785, 3.8287895, 3.3401697, 2.9762187, 4.6450787, 2.7831626, 3.6918063, 6.2710633]",4
440418.2107499111,4397416.170777528,"[20097, 20090, 20068, 20104, 20084, 20053, 20102, 20084, 20058]","[80.31121, 104.25003, 108.43495, 86.11209, 95.54847, 97.24187, 88.93909, 78.55494, 66.20282]","[2.9762187, 4.6450787, 7.2091208, 3.6918063, 6.2710633, 6.5056033, 3.8622675, 5.9341197, 6.2758913]",4
440418.7055006665,4397415.301742609,"[20097, 20090, 20068, 20104, 20084, 20053, 20102, 20084, 20058]","[80.31121, 104.25003, 108.43495, 86.11209, 95.54847, 97.24187, 88.93909, 78.55494, 66.20282]","[2.9762187, 4.6450787, 7.2091208, 3.6918063, 6.2710633, 6.5056033, 3.8622675, 5.9341197, 6.2758913]",4
440343.42326031637,4397550.059822076,"[20592, 20582, 20595, 20603, 20617, 20621, 20623, 20633, 20613]","[92.5077, 10.491476, 18.041168, 54.36019, 349.12854, 39.852116, 358.47247, 352.95422, 27.365538]","[9.726776, 4.9045115, 6.561925, 4.6603775, 5.4892516, 5.625965, 5.357718, 6.3959556, 7.9722753]",5
440343.91829825076,4397549.190950714,"[20592, 20582, 20595, 20603, 20617, 20621, 20623, 20633, 20613]","[92.5077, 10.491476, 18.041168, 54.36019, 349.12854, 39.852116, 358.47247, 352.95422, 27.365538]","[9.726776, 4.9045115, 6.561925, 4.6603775, 5.4892516, 5.625965, 5.357718, 6.3959556, 7.9722753]",5
440344.4133361852,4397548.322079352,"[20617, 20621, 20589, 20633, 20613, 20602, 20653, 20677, 20640]","[349.12854, 39.852116, 47.770214, 352.95422, 27.365538, 34.35938, 348.4654, 34.66109, 54.651833]","[5.4892516, 5.625965, 6.262001, 6.3959556, 7.9722753, 8.440664, 7.1264267, 7.5744023, 7.508109]",5
440344.9083741196,4397547.45320799,"[20617, 20621, 20589, 20633, 20613, 20602, 20653, 20677, 20640]","[349.12854, 39.852116, 47.770214, 352.95422, 27.365538, 34.35938, 348.4654, 34.66109, 54.651833]","[5.4892516, 5.625965, 6.262001, 6.3959556, 7.9722753, 8.440664, 7.1264267, 7.5744023, 7.508109]",5
440345.403412054,4397546.584336628,"[20617, 20621, 20589, 20633, 20613, 20602, 20653, 20677, 20640]","[349.12854, 39.852116, 47.770214, 352.95422, 27.365538, 34.35938, 348.4654, 34.66109, 54.651833]","[5.4892516, 5.625965, 6.262001, 6.3959556, 7.9722753, 8.440664, 7.1264267, 7.5744023, 7.508109]",5
440345.89844998845,4397545.715465266,"[20633, 20613, 20602, 20653, 20677, 20640, 20686, 20664, 20622]","[352.95422, 27.365538, 34.35938, 348.4654, 34.66109, 54.651833, 328.57043, 103.7816, 120.62722]","[6.3959556, 7.9722753, 8.440664, 7.1264267, 7.5744023, 7.508109, 1.5104698, 7.768766, 8.305973]",5
440346.39348792285,4397544.846593904,"[20613, 20602, 20593, 20677, 20640, 20621, 20664, 20622, 20624]","[27.365538, 34.35938, 49.55742, 34.66109, 54.651833, 64.67786, 103.7816, 120.62722, 121.363304]","[7.9722753, 8.440664, 6.976193, 7.5744023, 7.508109, 8.067598, 7.768766, 8.305973, 8.738504]",5
440346.88852585724,4397543.977722543,"[20677, 20640, 20621, 20664, 20622, 20624, 20651, 20611, 20586]","[34.66109, 54.651833, 64.67786, 103.7816, 120.62722, 121.363304, 112.86451, 114.9903, 122.434654]","[7.5744023, 7.508109, 8.067598, 7.768766, 8.305973, 8.738504, 9.586544, 9.243027, 8.5489855]",5
440347.38356379163,4397543.108851181,"[20677, 20640, 20621, 20664, 20622, 20624, 20651, 20611, 20586]","[34.66109, 54.651833, 64.67786, 103.7816, 120.62722, 121.363304, 112.86451, 114.9903, 122.434654]","[7.5744023, 7.508109, 8.067598, 7.768766, 8.305973, 8.738504, 9.586544, 9.243027, 8.5489855]",5
440347.8786017261,4397542.239979819,"[20664, 20622, 20624, 20651, 20611, 20586, 20639, 20605, 20573]","[103.7816, 120.62722, 121.363304, 112.86451, 114.9903, 122.434654, 115.26082, 113.25115, 111.65599]","[7.768766, 8.305973, 8.738504, 9.586544, 9.243027, 8.5489855, 9.070204, 10.143197, 5.2254634]",5
440348.3736396605,4397541.371108457,"[20622, 20624, 20591, 20611, 20586, 20537, 20605, 20573, 20581]","[120.62722, 121.363304, 109.85522, 114.9903, 122.434654, 104.03625, 113.25115, 111.65599, 81.998795]","[8.305973, 8.738504, 13.453509, 9.243027, 8.5489855, 11.648635, 10.143197, 5.2254634, 8.931262]",5
440348.8686775949,4397540.5022370955,"[20622, 20624, 20591, 20611, 20586, 20537, 20605, 20573, 20581]","[120.62722, 121.363304, 109.85522, 114.9903, 122.434654, 104.03625, 113.25115, 111.65599, 81.998795]","[8.305973, 8.738504, 13.453509, 9.243027, 8.5489855, 11.648635, 10.143197, 5.2254634, 8.931262]",5
440349.3637155293,4397539.633365734,"[20611, 20586, 20537, 20605, 20573, 20581, 20576, 20564, 20562]","[114.9903, 122.434654, 104.03625, 113.25115, 111.65599, 81.998795, 128.47215, 152.55354, 116.56505]","[9.243027, 8.5489855, 11.648635, 10.143197, 5.2254634, 8.931262, 10.138469, 5.1911287, 7.9558]",5
440349.8587534637,4397538.764494372,"[20611, 20586, 20537, 20605, 20573, 20581, 20576, 20564, 20562]","[114.9903, 122.434654, 104.03625, 113.25115, 111.65599, 81.998795, 128.47215, 152.55354, 116.56505]","[9.243027, 8.5489855, 11.648635, 10.143197, 5.2254634, 8.931262, 10.138469, 5.1911287, 7.9558]",5
440350.3537913981,4397537.89562301,"[20573, 20581, 20516, 20564, 20562, 20511, 20551, 20543, 20514]","[111.65599, 81.998795, 81.73283, 152.55354, 116.56505, 96.10278, 143.74617, 115.83983, 92.29061]","[5.2254634, 8.931262, 12.499124, 5.1911287, 7.9558, 11.303474, 3.9901485, 6.300774, 8.011047]",5
440350.84882933256,4397537.026751648,"[20573, 20581, 20516, 20564, 20562, 20511, 20551, 20543, 20514]","[111.65599, 81.998795, 81.73283, 152.55354, 116.56505, 96.10278, 143.74617, 115.83983, 92.29061]","[5.2254634, 8.931262, 12.499124, 5.1911287, 7.9558, 11.303474, 3.9901485, 6.300774, 8.011047]",5
